GEO_ID,NAME,S2401_C01_001E,S2401_C01_001M,S2401_C01_002E,S2401_C01_002M,PERC_Management,S2401_C01_018E,S2401_C01_018M,PERC_Service,S2401_C01_026E,S2401_C01_026M,PERC_Sales,S2401_C01_029E,S2401_C01_029M,PERC_Natural,S2401_C01_033E,S2401_C01_033M,PERC_Production
id,Geographic Area Name,Estimate!!Total!!16 years and over,Margin of Error!!Total MOE!!16 years and over,"Estimate!!Total!!16 years and over!!Management, business, science, and arts occupations","Margin of Error!!Total MOE!!16 years and over!!Management, business, science, and arts occupations","PERC_Management, business, science, and arts occupations",Estimate!!Total!!16 years and over!!Service occupations,Margin of Error!!Total MOE!!16 years and over!!Service occupations,PERC_Service occupations,Estimate!!Total!!16 years and over!!Sales and office occupations,Margin of Error!!Total MOE!!16 years and over!!Sales and office occupations,PERC_Sales,"Estimate!!Total!!16 years and over!!Natural resources, construction, and maintenance occupations","Margin of Error!!Total MOE!!16 years and over!!Natural resources, construction, and maintenance occupations",PERC_Natural,"Estimate!!Total!!16 years and over!!Production, transportation, and material moving occupations","Margin of Error!!Total MOE!!16 years and over!!Production, transportation, and material moving occupations",PERC_Production
1400000US36081051500,"Census Tract 515, Queens County, New York",1522,206,585,135,38.4363,326,124,21.4192,260,78,17.0828,275,93,18.0683,76,42,4.9934
1400000US36081051600,"Census Tract 516, Queens County, New York",869,207,276,89,31.7606,275,85,31.6456,198,82,22.7848,17,20,1.9563,103,53,11.8527
1400000US36081051700,"Census Tract 517, Queens County, New York",987,176,370,112,37.4873,145,82,14.691,215,87,21.7832,157,68,15.9068,100,44,10.1317
1400000US36081051800,"Census Tract 518, Queens County, New York",1105,190,356,113,32.2172,321,104,29.0498,256,72,23.1674,70,46,6.3348,102,55,9.2308
1400000US36081052000,"Census Tract 520, Queens County, New York",837,112,217,67,25.9259,261,62,31.1828,167,70,19.9522,68,40,8.1243,124,53,14.8148
1400000US36081052100,"Census Tract 521, Queens County, New York",1260,173,420,126,33.3333,215,94,17.0635,339,104,26.9048,141,65,11.1905,145,97,11.5079
1400000US36081052200,"Census Tract 522, Queens County, New York",820,147,292,93,35.6098,144,63,17.561,259,81,31.5854,38,34,4.6341,87,52,10.6098
1400000US36081052400,"Census Tract 524, Queens County, New York",904,184,233,67,25.7743,279,90,30.8628,216,74,23.8938,36,27,3.9823,140,70,15.4867
1400000US36081052500,"Census Tract 525, Queens County, New York",1121,153,306,72,27.2971,256,66,22.8368,243,70,21.6771,201,64,17.9304,115,54,10.2587
1400000US36081052600,"Census Tract 526, Queens County, New York",951,189,280,81,29.4427,208,75,21.8717,340,119,35.7518,68,41,7.1504,55,37,5.7834
1400000US36081052800,"Census Tract 528, Queens County, New York",585,115,150,55,25.641,173,71,29.5726,134,63,22.906,58,33,9.9145,70,42,11.9658
1400000US36081053000,"Census Tract 530, Queens County, New York",1226,188,335,125,27.3246,458,119,37.3573,288,89,23.491,44,33,3.5889,101,56,8.2382
1400000US36081053100,"Census Tract 531, Queens County, New York",1697,208,503,139,29.6405,365,109,21.5085,288,102,16.9711,305,95,17.9729,236,102,13.9069
1400000US36081053200,"Census Tract 532, Queens County, New York",893,183,269,87,30.1232,304,111,34.0426,145,57,16.2374,71,66,7.9507,104,47,11.6461
1400000US36081053401,"Census Tract 534.01, Queens County, New York",1050,146,316,70,30.0952,371,109,35.3333,219,78,20.8571,22,20,2.0952,122,53,11.619
1400000US36081053500,"Census Tract 535, Queens County, New York",637,126,90,48,14.1287,160,63,25.1177,179,67,28.1005,136,69,21.3501,72,42,11.303
1400000US36081053601,"Census Tract 536.01, Queens County, New York",974,169,389,97,39.9384,283,101,29.0554,181,84,18.5832,53,30,5.4415,68,38,6.9815
1400000US36081053800,"Census Tract 538, Queens County, New York",934,135,199,58,21.3062,258,79,27.6231,300,86,32.1199,31,23,3.3191,146,74,15.6317
1400000US36081053900,"Census Tract 539, Queens County, New York",2341,243,938,204,40.0683,512,143,21.871,483,135,20.6322,213,97,9.0987,195,86,8.3298
1400000US36081054000,"Census Tract 540, Queens County, New York",2298,281,455,110,19.7998,648,168,28.1984,522,165,22.7154,319,108,13.8816,354,127,15.4047
1400000US36081054200,"Census Tract 542, Queens County, New York",2527,407,677,183,26.7907,520,169,20.5778,801,214,31.6977,265,122,10.4867,264,155,10.4472
1400000US36081054500,"Census Tract 545, Queens County, New York",2193,276,460,136,20.9758,699,176,31.8741,364,119,16.5983,328,130,14.9567,342,154,15.5951
1400000US36081054700,"Census Tract 547, Queens County, New York",2691,312,614,145,22.8168,712,187,26.4586,471,139,17.5028,278,145,10.3307,616,180,22.8911
1400000US36081054800,"Census Tract 548, Queens County, New York",1175,172,400,87,34.0426,237,96,20.1702,249,51,21.1915,107,34,9.1064,182,71,15.4894
1400000US36081054900,"Census Tract 549, Queens County, New York",3193,403,625,170,19.5741,1103,258,34.5443,588,162,18.4153,352,142,11.0241,525,174,16.4422
1400000US36081055100,"Census Tract 551, Queens County, New York",2314,268,725,160,31.331,795,213,34.3561,453,143,19.5765,152,83,6.5687,189,95,8.1677
1400000US36081055200,"Census Tract 552, Queens County, New York",1628,254,490,149,30.0983,357,130,21.9287,395,96,24.2629,155,77,9.5209,231,93,14.1892
1400000US36081055300,"Census Tract 553, Queens County, New York",1299,205,389,122,29.9461,287,87,22.0939,269,100,20.7082,200,93,15.3965,154,50,11.8553
1400000US36081055400,"Census Tract 554, Queens County, New York",1158,149,279,81,24.0933,384,106,33.1606,276,74,23.8342,104,59,8.981,115,48,9.9309
1400000US36081055500,"Census Tract 555, Queens County, New York",1147,168,204,66,17.7855,366,98,31.9093,224,68,19.5292,184,99,16.0418,169,72,14.7341
1400000US36081055600,"Census Tract 556, Queens County, New York",1073,200,351,96,32.712,287,92,26.7474,215,77,20.0373,80,46,7.4557,140,82,13.0475
1400000US36081055700,"Census Tract 557, Queens County, New York",2326,286,520,148,22.356,472,125,20.2923,617,179,26.5262,362,120,15.5632,355,127,15.2623
1400000US36081055800,"Census Tract 558, Queens County, New York",893,194,265,94,29.6753,167,109,18.701,172,67,19.2609,200,77,22.3964,89,48,9.9664
1400000US36081055900,"Census Tract 559, Queens County, New York",644,136,141,52,21.8944,347,120,53.882,67,35,10.4037,50,34,7.764,39,34,6.0559
1400000US36081056000,"Census Tract 560, Queens County, New York",759,121,241,74,31.7523,142,55,18.7088,184,47,24.2424,68,47,8.9592,124,51,16.3373
1400000US36081056100,"Census Tract 561, Queens County, New York",38,17,16,12,42.1053,9,6,23.6842,13,13,34.2105,0,12,0,0,12,0
1400000US36081056200,"Census Tract 562, Queens County, New York",898,116,237,80,26.392,145,54,16.147,238,70,26.5033,88,34,9.7996,190,62,21.1581
1400000US36081056400,"Census Tract 564, Queens County, New York",565,130,139,61,24.6018,152,77,26.9027,125,48,22.1239,7,11,1.2389,142,63,25.1327
1400000US36081056500,"Census Tract 565, Queens County, New York",763,127,244,76,31.979,289,90,37.8768,97,53,12.713,62,34,8.1258,71,34,9.3054
1400000US36081056600,"Census Tract 566, Queens County, New York",821,151,221,67,26.9184,290,92,35.3228,141,52,17.1742,52,30,6.3337,117,71,14.2509
1400000US36081056700,"Census Tract 567, Queens County, New York",2787,284,757,169,27.1618,630,217,22.605,633,155,22.7126,261,101,9.3649,506,188,18.1557
1400000US36081056800,"Census Tract 568, Queens County, New York",2402,332,848,194,35.3039,511,191,21.2739,573,155,23.8551,155,85,6.453,315,133,13.1141
1400000US36081057700,"Census Tract 577, Queens County, New York",1853,300,504,134,27.1991,523,233,28.2245,495,179,26.7134,112,66,6.0443,219,111,11.8187
1400000US36081057900,"Census Tract 579, Queens County, New York",856,100,239,80,27.9206,226,78,26.4019,250,71,29.2056,69,39,8.0607,72,36,8.4112
1400000US36081058000,"Census Tract 580, Queens County, New York",1943,357,729,168,37.5193,426,125,21.9249,421,213,21.6675,120,66,6.176,247,153,12.7123
1400000US36081058100,"Census Tract 581, Queens County, New York",1540,231,532,148,34.5455,330,134,21.4286,319,102,20.7143,217,92,14.0909,142,65,9.2208
1400000US36081058200,"Census Tract 582, Queens County, New York",2542,315,778,170,30.6058,714,206,28.0881,570,141,22.4233,168,74,6.609,312,118,12.2738
1400000US36081058300,"Census Tract 583, Queens County, New York",1898,278,516,161,27.1865,496,148,26.1328,311,110,16.3857,284,107,14.9631,291,133,15.3319
1400000US36081058500,"Census Tract 585, Queens County, New York",2245,306,644,158,28.686,562,197,25.0334,559,144,24.8998,177,82,7.8842,303,110,13.4967
1400000US36081058700,"Census Tract 587, Queens County, New York",1832,286,423,136,23.0895,561,180,30.6223,377,115,20.5786,282,127,15.393,189,93,10.3166
1400000US36081058900,"Census Tract 589, Queens County, New York",2468,289,655,136,26.5397,672,181,27.2285,519,125,21.0292,346,137,14.0194,276,99,11.1831
1400000US36081059000,"Census Tract 590, Queens County, New York",729,120,280,74,38.4088,217,114,29.7668,184,58,25.2401,26,20,3.5665,22,17,3.0178
1400000US36081059100,"Census Tract 591, Queens County, New York",3106,383,1052,291,33.8699,599,204,19.2853,691,225,22.2473,417,163,13.4256,347,156,11.1719
1400000US36081059200,"Census Tract 592, Queens County, New York",797,98,270,75,33.877,154,47,19.3225,204,56,25.596,64,35,8.0301,105,49,13.1744
1400000US36081059300,"Census Tract 593, Queens County, New York",2250,262,719,170,31.9556,582,146,25.8667,368,101,16.3556,398,162,17.6889,183,83,8.1333
1400000US36081059400,"Census Tract 594, Queens County, New York",1001,189,336,81,33.5664,188,78,18.7812,272,114,27.1728,103,63,10.2897,102,71,10.1898
1400000US36081059500,"Census Tract 595, Queens County, New York",2575,307,736,195,28.5825,856,205,33.2427,454,175,17.6311,232,101,9.0097,297,133,11.534
1400000US36081059600,"Census Tract 596, Queens County, New York",702,127,321,95,45.7265,201,64,28.6325,91,50,12.963,31,32,4.416,58,45,8.2621
1400000US36081059800,"Census Tract 598, Queens County, New York",968,123,298,80,30.7851,234,78,24.1736,202,70,20.8678,89,52,9.1942,145,57,14.9793
1400000US36081059900,"Census Tract 599, Queens County, New York",641,160,243,66,37.9095,194,118,30.2652,139,62,21.6849,20,32,3.1201,45,39,7.0203
1400000US36081060000,"Census Tract 600, Queens County, New York",618,83,198,49,32.0388,179,52,28.9644,120,39,19.4175,44,28,7.1197,77,32,12.4595
1400000US36081060100,"Census Tract 601, Queens County, New York",917,132,251,82,27.3719,197,67,21.4831,171,57,18.6478,99,41,10.7961,199,64,21.7012
1400000US36081060300,"Census Tract 603, Queens County, New York",1102,164,450,110,40.8348,283,90,25.6806,210,77,19.0563,84,54,7.6225,75,29,6.8058
1400000US36081060600,"Census Tract 606, Queens County, New York",706,154,211,60,29.8867,254,108,35.9773,106,82,15.0142,13,14,1.8414,122,61,17.2805
1400000US36081060701,"Census Tract 607.01, Queens County, New York",28,30,15,23,53.5714,13,20,46.4286,0,12,0,0,12,0,0,12,0
1400000US36081060800,"Census Tract 608, Queens County, New York",891,148,322,82,36.1392,232,73,26.0382,237,69,26.5993,19,22,2.1324,81,39,9.0909
1400000US36081061000,"Census Tract 610, Queens County, New York",708,101,294,84,41.5254,148,56,20.904,166,51,23.4463,42,25,5.9322,58,38,8.1921
1400000US36081061200,"Census Tract 612, Queens County, New York",1148,114,368,93,32.0557,280,121,24.3902,250,82,21.777,109,69,9.4948,141,57,12.2822
1400000US36081061301,"Census Tract 613.01, Queens County, New York",3151,334,910,198,28.8797,751,235,23.8337,719,188,22.8182,384,135,12.1866,387,109,12.2818
1400000US36081061302,"Census Tract 613.02, Queens County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36081061400,"Census Tract 614, Queens County, New York",629,102,227,60,36.089,145,51,23.0525,189,62,30.0477,27,22,4.2925,41,23,6.5183
1400000US36081061601,"Census Tract 616.01, Queens County, New York",1112,189,443,121,39.8381,213,104,19.1547,171,56,15.3777,139,68,12.5,146,55,13.1295
1400000US36081061602,"Census Tract 616.02, Queens County, New York",602,110,256,70,42.5249,101,45,16.7774,138,54,22.9236,33,28,5.4817,74,35,12.2924
1400000US36081061800,"Census Tract 618, Queens County, New York",911,129,285,90,31.2843,271,81,29.7475,269,79,29.528,38,33,4.1712,48,29,5.2689
1400000US36081061900,"Census Tract 619, Queens County, New York",1290,196,545,166,42.2481,287,99,22.2481,266,103,20.6202,120,69,9.3023,72,36,5.5814
1400000US36081062000,"Census Tract 620, Queens County, New York",573,84,254,81,44.3281,157,47,27.3997,102,47,17.801,26,25,4.5375,34,25,5.9337
1400000US36081062100,"Census Tract 621, Queens County, New York",1285,203,415,118,32.2957,227,111,17.6654,347,137,27.0039,109,62,8.4825,187,87,14.5525
1400000US36081062200,"Census Tract 622, Queens County, New York",988,127,336,97,34.0081,157,76,15.8907,258,73,26.1134,73,41,7.3887,164,88,16.5992
1400000US36081062300,"Census Tract 623, Queens County, New York",1140,151,355,94,31.1404,185,64,16.2281,341,101,29.9123,178,74,15.614,81,44,7.1053
1400000US36081062400,"Census Tract 624, Queens County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36081062500,"Census Tract 625, Queens County, New York",1523,167,567,94,37.2292,330,105,21.6678,284,80,18.6474,184,64,12.0814,158,78,10.3743
1400000US36081062600,"Census Tract 626, Queens County, New York",1474,195,497,125,33.7178,340,88,23.0665,322,106,21.8453,203,80,13.772,112,71,7.5984
1400000US36081062700,"Census Tract 627, Queens County, New York",1456,241,366,114,25.1374,493,158,33.8599,229,87,15.728,227,111,15.5907,141,69,9.6841
1400000US36081062900,"Census Tract 629, Queens County, New York",1402,212,378,113,26.9615,344,112,24.5364,308,117,21.9686,143,84,10.1997,229,112,16.3338
1400000US36081063000,"Census Tract 630, Queens County, New York",825,141,337,107,40.8485,195,91,23.6364,161,73,19.5152,112,62,13.5758,20,18,2.4242
1400000US36081063200,"Census Tract 632, Queens County, New York",1487,179,483,111,32.4815,363,125,24.4116,343,109,23.0666,50,42,3.3625,248,89,16.6779
1400000US36081063301,"Census Tract 633.01, Queens County, New York",790,100,331,75,41.8987,113,48,14.3038,174,57,22.0253,97,46,12.2785,75,44,9.4937
1400000US36081063302,"Census Tract 633.02, Queens County, New York",695,110,256,81,36.8345,118,53,16.9784,157,52,22.5899,63,35,9.0647,101,46,14.5324
1400000US36081063500,"Census Tract 635, Queens County, New York",1242,177,454,106,36.5539,265,89,21.3366,265,73,21.3366,140,62,11.2721,118,55,9.5008
1400000US36081063700,"Census Tract 637, Queens County, New York",1733,302,606,108,34.9683,288,113,16.6186,438,178,25.2741,126,70,7.2706,275,91,15.8684
1400000US36081063800,"Census Tract 638, Queens County, New York",1929,244,581,123,30.1192,422,114,21.8766,479,147,24.8315,195,85,10.1089,252,97,13.0638
1400000US36081063900,"Census Tract 639, Queens County, New York",1510,173,509,141,33.7086,512,175,33.9073,263,102,17.4172,93,68,6.1589,133,71,8.8079
1400000US36081064101,"Census Tract 641.01, Queens County, New York",1046,158,324,73,30.9751,239,78,22.8489,246,86,23.5182,135,51,12.9063,102,49,9.7514
1400000US36081064102,"Census Tract 641.02, Queens County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36081064500,"Census Tract 645, Queens County, New York",914,128,482,87,52.7352,215,61,23.523,193,67,21.116,7,10,0.7659,17,16,1.86
1400000US36081064600,"Census Tract 646, Queens County, New York",1539,171,411,100,26.7057,488,111,31.7089,383,99,24.8863,76,46,4.9383,181,97,11.7609
1400000US36081065000,"Census Tract 650, Queens County, New York",1499,239,453,109,30.2201,405,112,27.018,321,102,21.4143,150,90,10.0067,170,81,11.3409
1400000US36081065400,"Census Tract 654, Queens County, New York",1699,198,528,115,31.0771,431,111,25.3679,429,110,25.2501,128,56,7.5338,183,60,10.771
1400000US36081065501,"Census Tract 655.01, Queens County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36081065600,"Census Tract 656, Queens County, New York",2580,485,1164,275,45.1163,495,177,19.186,653,189,25.3101,98,96,3.7984,170,102,6.5891
1400000US36081065702,"Census Tract 657.02, Queens County, New York",863,146,327,80,37.8911,146,59,16.9177,214,77,24.7972,90,46,10.4287,86,57,9.9652
1400000US36081065703,"Census Tract 657.03, Queens County, New York",1597,235,761,153,47.6518,269,95,16.8441,369,121,23.1058,71,47,4.4458,127,63,7.9524
1400000US36081065900,"Census Tract 659, Queens County, New York",905,155,418,100,46.1878,105,49,11.6022,288,99,31.8232,45,34,4.9724,49,37,5.4144
1400000US36081066000,"Census Tract 660, Queens County, New York",1670,200,500,118,29.9401,449,137,26.8862,331,122,19.8204,87,61,5.2096,303,127,18.1437
1400000US36081066100,"Census Tract 661, Queens County, New York",724,115,293,80,40.4696,190,95,26.2431,138,53,19.0608,66,35,9.116,37,33,5.1105
1400000US36081066300,"Census Tract 663, Queens County, New York",1313,129,648,109,49.3526,229,64,17.441,308,94,23.4577,63,37,4.7982,65,35,4.9505
1400000US36081066400,"Census Tract 664, Queens County, New York",5065,714,1698,389,33.5242,1460,396,28.8253,1050,267,20.7305,362,165,7.1471,495,178,9.773
1400000US36081066501,"Census Tract 665.01, Queens County, New York",2221,341,1025,235,46.1504,314,114,14.1378,458,127,20.6213,178,101,8.0144,246,149,11.0761
1400000US36081066701,"Census Tract 667.01, Queens County, New York",1152,172,337,114,29.2535,203,73,17.6215,403,114,34.9826,160,79,13.8889,49,39,4.2535
1400000US36081066900,"Census Tract 669, Queens County, New York",818,162,363,91,44.3765,92,47,11.2469,186,69,22.7384,88,41,10.7579,89,54,10.8802
1400000US36081067100,"Census Tract 671, Queens County, New York",1028,120,470,112,45.7198,119,60,11.5759,262,76,25.4864,81,43,7.8794,96,57,9.3385
1400000US36081067700,"Census Tract 677, Queens County, New York",903,114,451,85,49.9446,112,46,12.4031,226,71,25.0277,85,41,9.4131,29,24,3.2115
1400000US36081067900,"Census Tract 679, Queens County, New York",1889,276,448,130,23.7163,535,158,28.3219,348,118,18.4224,197,96,10.4288,361,125,19.1106
1400000US36081068000,"Census Tract 680, Queens County, New York",2493,331,640,183,25.6719,635,201,25.4713,640,185,25.6719,305,105,12.2343,273,100,10.9507
1400000US36081068200,"Census Tract 682, Queens County, New York",565,85,158,55,27.9646,140,53,24.7788,152,53,26.9027,69,34,12.2124,46,30,8.1416
1400000US36081068300,"Census Tract 683, Queens County, New York",2080,300,765,166,36.7788,401,136,19.2788,434,123,20.8654,133,82,6.3942,347,130,16.6827
1400000US36081068700,"Census Tract 687, Queens County, New York",2536,304,991,180,39.0773,535,146,21.0962,643,146,25.3549,114,99,4.4953,253,102,9.9763
1400000US36081069000,"Census Tract 690, Queens County, New York",1668,202,517,142,30.9952,432,141,25.8993,452,110,27.0983,122,76,7.3141,145,71,8.693
1400000US36081069300,"Census Tract 693, Queens County, New York",1446,219,710,213,49.101,262,121,18.1189,358,103,24.758,24,31,1.6598,92,75,6.3624
1400000US36081069400,"Census Tract 694, Queens County, New York",1913,212,581,143,30.3711,534,140,27.9143,508,132,26.5551,111,59,5.8024,179,73,9.357
1400000US36081069500,"Census Tract 695, Queens County, New York",1103,125,396,83,35.9021,204,60,18.495,286,82,25.9293,104,55,9.4288,113,52,10.2448
1400000US36081069701,"Census Tract 697.01, Queens County, New York",2003,220,1136,169,56.7149,237,79,11.8323,389,118,19.4209,70,65,3.4948,171,87,8.5372
1400000US36081069702,"Census Tract 697.02, Queens County, New York",1632,246,796,167,48.7745,236,102,14.4608,413,110,25.3064,45,35,2.7574,142,78,8.701
1400000US36081070300,"Census Tract 703, Queens County, New York",925,143,405,108,43.7838,104,62,11.2432,194,60,20.973,102,61,11.027,120,60,12.973
1400000US36081070700,"Census Tract 707, Queens County, New York",1111,98,665,90,59.856,102,53,9.1809,265,88,23.8524,31,27,2.7903,48,26,4.3204
1400000US36081070900,"Census Tract 709, Queens County, New York",1438,227,787,135,54.7288,240,111,16.6898,260,94,18.0807,43,33,2.9903,108,82,7.5104
1400000US36081071100,"Census Tract 711, Queens County, New York",3355,319,1928,279,57.4665,383,153,11.4158,668,191,19.9106,232,159,6.9151,144,113,4.2921
1400000US36081071303,"Census Tract 713.03, Queens County, New York",3346,300,2088,298,62.4029,478,235,14.2857,569,239,17.0054,77,89,2.3013,134,87,4.0048
1400000US36081071304,"Census Tract 713.04, Queens County, New York",3064,460,1572,346,51.3055,489,224,15.9595,555,211,18.1136,118,126,3.8512,330,144,10.7702
1400000US36081071305,"Census Tract 713.05, Queens County, New York",2688,264,1669,257,62.0908,365,163,13.5789,600,225,22.3214,40,38,1.4881,14,22,0.5208
1400000US36081071306,"Census Tract 713.06, Queens County, New York",3717,430,2100,312,56.4972,761,272,20.4735,544,191,14.6355,50,57,1.3452,262,135,7.0487
1400000US36081071600,"Census Tract 716, Queens County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36081071701,"Census Tract 717.01, Queens County, New York",2495,341,1378,263,55.2305,413,132,16.5531,473,161,18.9579,38,39,1.523,193,105,7.7355
1400000US36081071702,"Census Tract 717.02, Queens County, New York",1924,223,1093,159,56.8087,266,101,13.8254,394,112,20.4782,96,62,4.9896,75,48,3.8981
1400000US36081071900,"Census Tract 719, Queens County, New York",1129,183,395,138,34.9867,288,138,25.5093,234,76,20.7263,53,49,4.6944,159,84,14.0833
1400000US36081072100,"Census Tract 721, Queens County, New York",2118,378,847,241,39.9906,536,210,25.3069,336,137,15.864,116,74,5.4769,283,153,13.3617
1400000US36081072300,"Census Tract 723, Queens County, New York",1088,147,642,134,59.0074,64,39,5.8824,322,74,29.5956,29,35,2.6654,31,23,2.8493
1400000US36081072900,"Census Tract 729, Queens County, New York",705,95,427,78,60.5674,118,40,16.7376,69,30,9.7872,31,29,4.3972,60,28,8.5106
1400000US36081073100,"Census Tract 731, Queens County, New York",693,114,439,87,63.3478,70,40,10.101,142,54,20.4906,21,24,3.0303,21,19,3.0303
1400000US36081073700,"Census Tract 737, Queens County, New York",1020,139,754,128,73.9216,69,59,6.7647,177,74,17.3529,9,15,0.8824,11,17,1.0784
1400000US36081073900,"Census Tract 739, Queens County, New York",3235,339,2251,313,69.5827,206,114,6.3679,586,201,18.1144,109,79,3.3694,83,64,2.5657
1400000US36081074100,"Census Tract 741, Queens County, New York",1662,150,1100,149,66.1853,182,73,10.9507,329,90,19.7954,9,15,0.5415,42,32,2.5271
1400000US36081074300,"Census Tract 743, Queens County, New York",2020,260,1061,175,52.5248,355,106,17.5743,335,77,16.5842,73,67,3.6139,196,108,9.703
1400000US36081074500,"Census Tract 745, Queens County, New York",1835,188,631,150,34.3869,470,137,25.6131,473,117,25.7766,124,85,6.7575,137,58,7.4659
1400000US36081074700,"Census Tract 747, Queens County, New York",1646,221,825,151,50.1215,306,177,18.5905,354,105,21.5067,46,44,2.7947,115,86,6.9866
1400000US36081074900,"Census Tract 749, Queens County, New York",650,100,501,84,77.0769,55,33,8.4615,82,33,12.6154,0,12,0,12,12,1.8462
1400000US36081075701,"Census Tract 757.01, Queens County, New York",2932,336,1912,337,65.2115,164,106,5.5935,671,180,22.8854,71,49,2.4216,114,76,3.8881
1400000US36081075702,"Census Tract 757.02, Queens County, New York",2183,301,1519,220,69.5831,172,130,7.8791,386,157,17.6821,72,64,3.2982,34,41,1.5575
1400000US36081076901,"Census Tract 769.01, Queens County, New York",2371,416,1405,291,59.2577,131,78,5.5251,767,247,32.3492,13,21,0.5483,55,61,2.3197
1400000US36081076902,"Census Tract 769.02, Queens County, New York",709,101,432,98,60.9309,141,68,19.8872,94,44,13.2581,17,17,2.3977,25,22,3.5261
1400000US36081077300,"Census Tract 773, Queens County, New York",1190,157,740,118,62.1849,132,76,11.0924,182,69,15.2941,49,41,4.1176,87,60,7.3109
1400000US36081077500,"Census Tract 775, Queens County, New York",1231,226,649,184,52.7214,155,88,12.5914,262,103,21.2835,22,27,1.7872,143,79,11.6166
1400000US36081077902,"Census Tract 779.02, Queens County, New York",2034,211,1218,198,59.882,212,96,10.4228,428,128,21.0423,98,62,4.8181,78,54,3.8348
1400000US36081077903,"Census Tract 779.03, Queens County, New York",1587,261,705,170,44.4234,386,143,24.3226,287,97,18.0844,64,42,4.0328,145,87,9.1367
1400000US36081077904,"Census Tract 779.04, Queens County, New York",2552,349,1433,339,56.152,532,173,20.8464,358,145,14.0282,51,41,1.9984,178,135,6.9749
1400000US36081077905,"Census Tract 779.05, Queens County, New York",1327,236,734,177,55.3127,217,102,16.3527,294,114,22.1552,24,25,1.8086,58,38,4.3708
1400000US36081077906,"Census Tract 779.06, Queens County, New York",1511,217,732,168,48.4447,187,107,12.3759,407,117,26.9358,28,23,1.8531,157,103,10.3905
1400000US36081077907,"Census Tract 779.07, Queens County, New York",1228,176,675,176,54.9674,172,78,14.0065,226,83,18.4039,89,59,7.2476,66,52,5.3746
1400000US36081077908,"Census Tract 779.08, Queens County, New York",1699,313,416,160,24.485,375,136,22.0718,637,249,37.4926,66,60,3.8846,205,109,12.0659
1400000US36081078800,"Census Tract 788, Queens County, New York",1049,228,310,97,29.552,314,111,29.9333,165,85,15.7293,187,70,17.8265,73,53,6.959
1400000US36081079000,"Census Tract 790, Queens County, New York",1410,229,341,99,24.1844,392,106,27.8014,326,104,23.1206,188,67,13.3333,163,57,11.5603
1400000US36081079200,"Census Tract 792, Queens County, New York",1167,204,466,110,39.9314,240,90,20.5656,215,68,18.4233,115,69,9.8543,131,76,11.2254
1400000US36081079300,"Census Tract 793, Queens County, New York",0,12,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0
1400000US36081079701,"Census Tract 797.01, Queens County, New York",2595,313,1123,259,43.2755,438,160,16.8786,649,217,25.0096,111,116,4.2775,274,141,10.5588
1400000US36081079702,"Census Tract 797.02, Queens County, New York",2234,276,429,142,19.2032,737,224,32.9902,422,151,18.8899,281,113,12.5783,365,141,16.3384
1400000US36081079900,"Census Tract 799, Queens County, New York",1204,224,198,76,16.4452,421,126,34.9668,263,92,21.8439,157,62,13.0399,165,81,13.7043
1400000US36081080301,"Census Tract 803.01, Queens County, New York",1705,290,381,124,22.346,655,229,38.4164,293,109,17.1848,95,59,5.5718,281,118,16.4809
1400000US36081080302,"Census Tract 803.02, Queens County, New York",1583,263,607,199,38.3449,366,112,23.1207,305,84,19.2672,135,81,8.5281,170,88,10.7391
1400000US36081080900,"Census Tract 809, Queens County, New York",3659,463,1449,342,39.601,750,321,20.4974,852,211,23.2851,229,242,6.2585,379,258,10.358
1400000US36081081400,"Census Tract 814, Queens County, New York",1723,325,460,162,26.6976,521,179,30.238,325,132,18.8624,195,105,11.3175,222,178,12.8845
1400000US36081081800,"Census Tract 818, Queens County, New York",1909,411,578,299,30.2776,332,133,17.3913,426,132,22.3153,225,105,11.7863,348,146,18.2294
1400000US36081083700,"Census Tract 837, Queens County, New York",2675,288,607,177,22.6916,766,221,28.6355,715,164,26.729,255,137,9.5327,332,135,12.4112
1400000US36081083800,"Census Tract 838, Queens County, New York",3065,345,921,210,30.0489,656,252,21.4029,897,178,29.2659,207,126,6.7537,384,109,12.5285
1400000US36081084000,"Census Tract 840, Queens County, New York",3227,404,790,182,24.4809,766,204,23.7372,842,189,26.0923,388,145,12.0236,441,237,13.6659
1400000US36081084500,"Census Tract 845, Queens County, New York",2463,464,569,211,23.1019,831,252,33.7393,492,187,19.9756,217,135,8.8104,354,186,14.3727
1400000US36081084601,"Census Tract 846.01, Queens County, New York",1493,166,415,117,27.7964,225,64,15.0703,446,99,29.8727,157,63,10.5157,250,83,16.7448
1400000US36081084602,"Census Tract 846.02, Queens County, New York",461,150,103,36,22.3427,106,51,22.9935,108,46,23.4273,27,25,5.8568,117,99,25.3796
1400000US36081084900,"Census Tract 849, Queens County, New York",3309,542,404,147,12.2091,1415,461,42.7622,636,181,19.2203,337,179,10.1843,517,191,15.6241
