GEO_ID,NAME,S0101_C01_001E,S0101_C01_001M,S0101_C02_001E,S0101_C02_001M,S0101_C03_001E,S0101_C03_001M,S0101_C04_001E,S0101_C04_001M
id,Geographic Area Name,Estimate!!Total!!Total population,Margin of Error!!Total MOE!!Total population,Estimate!!Percent!!Total population,Margin of Error!!Percent MOE!!Total population,Estimate!!Male!!Total population,Margin of Error!!Male MOE!!Total population,Estimate!!Percent Male!!Total population,Margin of Error!!Percent Male MOE!!Total population
1400000US36103123002,"Census Tract 1230.02, Suffolk County, New York",4677,488,(X),(X),2377,291,(X),(X)
1400000US36103123101,"Census Tract 1231.01, Suffolk County, New York",3154,193,(X),(X),1398,209,(X),(X)
1400000US36103123102,"Census Tract 1231.02, Suffolk County, New York",3921,211,(X),(X),1865,182,(X),(X)
1400000US36103123201,"Census Tract 1232.01, Suffolk County, New York",2261,177,(X),(X),1165,162,(X),(X)
1400000US36103123202,"Census Tract 1232.02, Suffolk County, New York",9153,1111,(X),(X),4526,841,(X),(X)
1400000US36103123301,"Census Tract 1233.01, Suffolk County, New York",7690,1014,(X),(X),3519,612,(X),(X)
1400000US36103123302,"Census Tract 1233.02, Suffolk County, New York",1874,226,(X),(X),907,132,(X),(X)
1400000US36103123401,"Census Tract 1234.01, Suffolk County, New York",4233,424,(X),(X),1931,251,(X),(X)
1400000US36103123402,"Census Tract 1234.02, Suffolk County, New York",6351,498,(X),(X),3131,392,(X),(X)
1400000US36103123500,"Census Tract 1235, Suffolk County, New York",6267,309,(X),(X),2974,207,(X),(X)
1400000US36103123600,"Census Tract 1236, Suffolk County, New York",3285,290,(X),(X),1458,175,(X),(X)
1400000US36103123701,"Census Tract 1237.01, Suffolk County, New York",7140,682,(X),(X),3607,478,(X),(X)
1400000US36103123702,"Census Tract 1237.02, Suffolk County, New York",8960,855,(X),(X),4372,560,(X),(X)
1400000US36103123801,"Census Tract 1238.01, Suffolk County, New York",3952,384,(X),(X),1925,211,(X),(X)
1400000US36103123802,"Census Tract 1238.02, Suffolk County, New York",3664,402,(X),(X),1755,231,(X),(X)
1400000US36103123900,"Census Tract 1239, Suffolk County, New York",5823,397,(X),(X),2885,296,(X),(X)
1400000US36103124001,"Census Tract 1240.01, Suffolk County, New York",5000,401,(X),(X),2624,269,(X),(X)
1400000US36103124002,"Census Tract 1240.02, Suffolk County, New York",3194,362,(X),(X),1487,211,(X),(X)
1400000US36103124101,"Census Tract 1241.01, Suffolk County, New York",4367,517,(X),(X),2164,272,(X),(X)
1400000US36103124102,"Census Tract 1241.02, Suffolk County, New York",3496,359,(X),(X),1701,220,(X),(X)
1400000US36103124200,"Census Tract 1242, Suffolk County, New York",5173,456,(X),(X),2786,338,(X),(X)
1400000US36103124300,"Census Tract 1243, Suffolk County, New York",6655,453,(X),(X),3328,392,(X),(X)
1400000US36103124401,"Census Tract 1244.01, Suffolk County, New York",3546,455,(X),(X),1578,252,(X),(X)
1400000US36103124402,"Census Tract 1244.02, Suffolk County, New York",3445,406,(X),(X),1679,237,(X),(X)
1400000US36103124500,"Census Tract 1245, Suffolk County, New York",5324,370,(X),(X),2650,203,(X),(X)
1400000US36103124601,"Census Tract 1246.01, Suffolk County, New York",2648,194,(X),(X),1364,122,(X),(X)
1400000US36103124602,"Census Tract 1246.02, Suffolk County, New York",4117,279,(X),(X),2022,209,(X),(X)
1400000US36103134702,"Census Tract 1347.02, Suffolk County, New York",5622,430,(X),(X),2510,301,(X),(X)
1400000US36103134703,"Census Tract 1347.03, Suffolk County, New York",3683,305,(X),(X),1799,182,(X),(X)
1400000US36103134704,"Census Tract 1347.04, Suffolk County, New York",2438,164,(X),(X),1131,137,(X),(X)
1400000US36103134902,"Census Tract 1349.02, Suffolk County, New York",4614,286,(X),(X),2362,185,(X),(X)
1400000US36103134903,"Census Tract 1349.03, Suffolk County, New York",1315,102,(X),(X),655,78,(X),(X)
1400000US36103134904,"Census Tract 1349.04, Suffolk County, New York",6400,513,(X),(X),3011,281,(X),(X)
1400000US36103134906,"Census Tract 1349.06, Suffolk County, New York",5985,323,(X),(X),2774,234,(X),(X)
1400000US36103134907,"Census Tract 1349.07, Suffolk County, New York",4276,356,(X),(X),2080,243,(X),(X)
1400000US36103135002,"Census Tract 1350.02, Suffolk County, New York",5337,332,(X),(X),2840,207,(X),(X)
1400000US36103135003,"Census Tract 1350.03, Suffolk County, New York",4486,303,(X),(X),2255,252,(X),(X)
1400000US36103135004,"Census Tract 1350.04, Suffolk County, New York",3037,196,(X),(X),1524,150,(X),(X)
1400000US36103135005,"Census Tract 1350.05, Suffolk County, New York",3332,295,(X),(X),1543,242,(X),(X)
1400000US36103135101,"Census Tract 1351.01, Suffolk County, New York",4044,358,(X),(X),2100,282,(X),(X)
1400000US36103135102,"Census Tract 1351.02, Suffolk County, New York",4488,176,(X),(X),2208,176,(X),(X)
1400000US36103135103,"Census Tract 1351.03, Suffolk County, New York",4982,306,(X),(X),2417,197,(X),(X)
1400000US36103135104,"Census Tract 1351.04, Suffolk County, New York",5519,319,(X),(X),2684,247,(X),(X)
1400000US36103135201,"Census Tract 1352.01, Suffolk County, New York",2128,114,(X),(X),984,92,(X),(X)
1400000US36103135204,"Census Tract 1352.04, Suffolk County, New York",4661,402,(X),(X),2273,252,(X),(X)
1400000US36103135205,"Census Tract 1352.05, Suffolk County, New York",5220,304,(X),(X),2726,198,(X),(X)
1400000US36103135208,"Census Tract 1352.08, Suffolk County, New York",3089,302,(X),(X),1554,213,(X),(X)
1400000US36103135209,"Census Tract 1352.09, Suffolk County, New York",3020,273,(X),(X),1500,181,(X),(X)
1400000US36103135301,"Census Tract 1353.01, Suffolk County, New York",3592,196,(X),(X),1747,151,(X),(X)
1400000US36103135303,"Census Tract 1353.03, Suffolk County, New York",3945,251,(X),(X),2013,164,(X),(X)
1400000US36103135304,"Census Tract 1353.04, Suffolk County, New York",3366,228,(X),(X),1594,162,(X),(X)
1400000US36103135401,"Census Tract 1354.01, Suffolk County, New York",7008,582,(X),(X),3216,317,(X),(X)
1400000US36103135402,"Census Tract 1354.02, Suffolk County, New York",6885,429,(X),(X),3328,414,(X),(X)
1400000US36103135403,"Census Tract 1354.03, Suffolk County, New York",4559,376,(X),(X),2178,254,(X),(X)
1400000US36103145602,"Census Tract 1456.02, Suffolk County, New York",6784,561,(X),(X),3597,414,(X),(X)
1400000US36103145603,"Census Tract 1456.03, Suffolk County, New York",6564,786,(X),(X),3153,497,(X),(X)
1400000US36103145604,"Census Tract 1456.04, Suffolk County, New York",4560,607,(X),(X),2274,384,(X),(X)
1400000US36103145605,"Census Tract 1456.05, Suffolk County, New York",4078,482,(X),(X),2049,253,(X),(X)
1400000US36103145701,"Census Tract 1457.01, Suffolk County, New York",5057,495,(X),(X),2595,290,(X),(X)
1400000US36103145702,"Census Tract 1457.02, Suffolk County, New York",6852,881,(X),(X),3460,547,(X),(X)
1400000US36103145703,"Census Tract 1457.03, Suffolk County, New York",4492,652,(X),(X),2371,481,(X),(X)
1400000US36103145704,"Census Tract 1457.04, Suffolk County, New York",7436,1015,(X),(X),3600,627,(X),(X)
1400000US36103145803,"Census Tract 1458.03, Suffolk County, New York",4545,408,(X),(X),2632,304,(X),(X)
1400000US36103145804,"Census Tract 1458.04, Suffolk County, New York",3345,26,(X),(X),1594,95,(X),(X)
1400000US36103145805,"Census Tract 1458.05, Suffolk County, New York",5768,480,(X),(X),2630,286,(X),(X)
1400000US36103145807,"Census Tract 1458.07, Suffolk County, New York",4219,292,(X),(X),2247,172,(X),(X)
1400000US36103145808,"Census Tract 1458.08, Suffolk County, New York",2997,319,(X),(X),1368,188,(X),(X)
1400000US36103145901,"Census Tract 1459.01, Suffolk County, New York",3359,322,(X),(X),1731,183,(X),(X)
1400000US36103145902,"Census Tract 1459.02, Suffolk County, New York",10193,1332,(X),(X),4832,752,(X),(X)
1400000US36103145903,"Census Tract 1459.03, Suffolk County, New York",5626,354,(X),(X),2873,303,(X),(X)
1400000US36103146001,"Census Tract 1460.01, Suffolk County, New York",6183,672,(X),(X),3156,466,(X),(X)
1400000US36103146002,"Census Tract 1460.02, Suffolk County, New York",5657,592,(X),(X),2982,426,(X),(X)
1400000US36103146003,"Census Tract 1460.03, Suffolk County, New York",9753,1000,(X),(X),5039,693,(X),(X)
1400000US36103146102,"Census Tract 1461.02, Suffolk County, New York",2872,251,(X),(X),1351,231,(X),(X)
1400000US36103146103,"Census Tract 1461.03, Suffolk County, New York",4365,540,(X),(X),2276,424,(X),(X)
1400000US36103146105,"Census Tract 1461.05, Suffolk County, New York",6657,773,(X),(X),2925,511,(X),(X)
1400000US36103146106,"Census Tract 1461.06, Suffolk County, New York",4934,709,(X),(X),2063,350,(X),(X)
1400000US36103146201,"Census Tract 1462.01, Suffolk County, New York",5516,608,(X),(X),2484,352,(X),(X)
1400000US36103146202,"Census Tract 1462.02, Suffolk County, New York",4501,491,(X),(X),2217,353,(X),(X)
1400000US36103146203,"Census Tract 1462.03, Suffolk County, New York",4957,824,(X),(X),2659,429,(X),(X)
1400000US36103146204,"Census Tract 1462.04, Suffolk County, New York",7233,596,(X),(X),3659,410,(X),(X)
1400000US36103146205,"Census Tract 1462.05, Suffolk County, New York",2297,179,(X),(X),1118,113,(X),(X)
1400000US36103146206,"Census Tract 1462.06, Suffolk County, New York",2172,187,(X),(X),1042,132,(X),(X)
1400000US36103146300,"Census Tract 1463, Suffolk County, New York",2172,232,(X),(X),977,200,(X),(X)
1400000US36103146402,"Census Tract 1464.02, Suffolk County, New York",3934,352,(X),(X),1888,240,(X),(X)
1400000US36103146403,"Census Tract 1464.03, Suffolk County, New York",4816,414,(X),(X),2346,277,(X),(X)
1400000US36103146404,"Census Tract 1464.04, Suffolk County, New York",3472,433,(X),(X),1830,321,(X),(X)
1400000US36103146500,"Census Tract 1465, Suffolk County, New York",5529,374,(X),(X),2782,238,(X),(X)
1400000US36103146604,"Census Tract 1466.04, Suffolk County, New York",4332,294,(X),(X),2185,207,(X),(X)
1400000US36103146605,"Census Tract 1466.05, Suffolk County, New York",986,91,(X),(X),558,78,(X),(X)
1400000US36103146606,"Census Tract 1466.06, Suffolk County, New York",6948,556,(X),(X),3637,414,(X),(X)
1400000US36103146607,"Census Tract 1466.07, Suffolk County, New York",2345,196,(X),(X),1124,146,(X),(X)
1400000US36103146608,"Census Tract 1466.08, Suffolk County, New York",2706,371,(X),(X),1407,259,(X),(X)
1400000US36103146611,"Census Tract 1466.11, Suffolk County, New York",3028,244,(X),(X),1423,167,(X),(X)
1400000US36103146612,"Census Tract 1466.12, Suffolk County, New York",5072,303,(X),(X),2610,220,(X),(X)
1400000US36103146613,"Census Tract 1466.13, Suffolk County, New York",3959,328,(X),(X),2083,225,(X),(X)
1400000US36103146614,"Census Tract 1466.14, Suffolk County, New York",5177,495,(X),(X),2530,385,(X),(X)
1400000US36103146615,"Census Tract 1466.15, Suffolk County, New York",4536,246,(X),(X),2216,185,(X),(X)
1400000US36103146703,"Census Tract 1467.03, Suffolk County, New York",4030,411,(X),(X),1917,285,(X),(X)
1400000US36103146704,"Census Tract 1467.04, Suffolk County, New York",2010,138,(X),(X),916,90,(X),(X)
1400000US36103146705,"Census Tract 1467.05, Suffolk County, New York",3108,343,(X),(X),1396,188,(X),(X)
1400000US36103146706,"Census Tract 1467.06, Suffolk County, New York",2550,175,(X),(X),1279,120,(X),(X)
1400000US36103146800,"Census Tract 1468, Suffolk County, New York",6011,383,(X),(X),2786,248,(X),(X)
1400000US36103146901,"Census Tract 1469.01, Suffolk County, New York",5267,284,(X),(X),2468,212,(X),(X)
1400000US36103146902,"Census Tract 1469.02, Suffolk County, New York",3687,296,(X),(X),1735,209,(X),(X)
1400000US36103147001,"Census Tract 1470.01, Suffolk County, New York",4516,266,(X),(X),2429,239,(X),(X)
1400000US36103147003,"Census Tract 1470.03, Suffolk County, New York",4853,357,(X),(X),2336,233,(X),(X)
1400000US36103147004,"Census Tract 1470.04, Suffolk County, New York",108,35,(X),(X),48,15,(X),(X)
1400000US36103147100,"Census Tract 1471, Suffolk County, New York",3069,22,(X),(X),1508,96,(X),(X)
1400000US36103147200,"Census Tract 1472, Suffolk County, New York",6788,937,(X),(X),3193,595,(X),(X)
1400000US36103147300,"Census Tract 1473, Suffolk County, New York",8518,666,(X),(X),4377,467,(X),(X)
1400000US36103147401,"Census Tract 1474.01, Suffolk County, New York",5492,554,(X),(X),2488,359,(X),(X)
1400000US36103147402,"Census Tract 1474.02, Suffolk County, New York",3595,217,(X),(X),1826,175,(X),(X)
1400000US36103147501,"Census Tract 1475.01, Suffolk County, New York",7260,947,(X),(X),3807,643,(X),(X)
1400000US36103147502,"Census Tract 1475.02, Suffolk County, New York",6303,514,(X),(X),3106,271,(X),(X)
1400000US36103147503,"Census Tract 1475.03, Suffolk County, New York",1373,218,(X),(X),736,135,(X),(X)
1400000US36103147601,"Census Tract 1476.01, Suffolk County, New York",2327,167,(X),(X),1140,119,(X),(X)
1400000US36103147602,"Census Tract 1476.02, Suffolk County, New York",4904,460,(X),(X),2297,302,(X),(X)
1400000US36103147701,"Census Tract 1477.01, Suffolk County, New York",3497,229,(X),(X),1654,167,(X),(X)
1400000US36103147702,"Census Tract 1477.02, Suffolk County, New York",4806,433,(X),(X),2256,247,(X),(X)
1400000US36103147802,"Census Tract 1478.02, Suffolk County, New York",3844,226,(X),(X),1887,160,(X),(X)
1400000US36103147803,"Census Tract 1478.03, Suffolk County, New York",3033,193,(X),(X),1418,152,(X),(X)
1400000US36103147804,"Census Tract 1478.04, Suffolk County, New York",5633,248,(X),(X),2770,187,(X),(X)
1400000US36103147901,"Census Tract 1479.01, Suffolk County, New York",4348,227,(X),(X),2054,198,(X),(X)
1400000US36103147902,"Census Tract 1479.02, Suffolk County, New York",4044,308,(X),(X),2075,197,(X),(X)
1400000US36103158001,"Census Tract 1580.01, Suffolk County, New York",4221,267,(X),(X),2167,170,(X),(X)
1400000US36103158002,"Census Tract 1580.02, Suffolk County, New York",5698,412,(X),(X),3017,386,(X),(X)
1400000US36103158006,"Census Tract 1580.06, Suffolk County, New York",6015,562,(X),(X),3017,314,(X),(X)
1400000US36103158007,"Census Tract 1580.07, Suffolk County, New York",8938,526,(X),(X),4972,363,(X),(X)
1400000US36103158009,"Census Tract 1580.09, Suffolk County, New York",2542,216,(X),(X),1256,143,(X),(X)
1400000US36103158010,"Census Tract 1580.10, Suffolk County, New York",3328,354,(X),(X),1629,226,(X),(X)
1400000US36103158011,"Census Tract 1580.11, Suffolk County, New York",4575,279,(X),(X),2224,199,(X),(X)
1400000US36103158102,"Census Tract 1581.02, Suffolk County, New York",4613,461,(X),(X),2225,350,(X),(X)
1400000US36103158103,"Census Tract 1581.03, Suffolk County, New York",4544,464,(X),(X),2381,258,(X),(X)
1400000US36103158104,"Census Tract 1581.04, Suffolk County, New York",5321,358,(X),(X),2496,267,(X),(X)
1400000US36103158107,"Census Tract 1581.07, Suffolk County, New York",4214,227,(X),(X),2155,193,(X),(X)
1400000US36103158108,"Census Tract 1581.08, Suffolk County, New York",2866,262,(X),(X),1438,169,(X),(X)
1400000US36103158110,"Census Tract 1581.10, Suffolk County, New York",3358,347,(X),(X),1729,218,(X),(X)
1400000US36103158111,"Census Tract 1581.11, Suffolk County, New York",3231,295,(X),(X),1679,213,(X),(X)
1400000US36103158112,"Census Tract 1581.12, Suffolk County, New York",4269,420,(X),(X),2116,287,(X),(X)
1400000US36103158114,"Census Tract 1581.14, Suffolk County, New York",3669,193,(X),(X),1768,147,(X),(X)
1400000US36103158115,"Census Tract 1581.15, Suffolk County, New York",7019,684,(X),(X),3084,452,(X),(X)
1400000US36103158116,"Census Tract 1581.16, Suffolk County, New York",2048,168,(X),(X),1035,120,(X),(X)
1400000US36103158202,"Census Tract 1582.02, Suffolk County, New York",7808,663,(X),(X),3729,385,(X),(X)
1400000US36103158203,"Census Tract 1582.03, Suffolk County, New York",1508,111,(X),(X),765,80,(X),(X)
1400000US36103158205,"Census Tract 1582.05, Suffolk County, New York",1759,133,(X),(X),808,87,(X),(X)
1400000US36103158206,"Census Tract 1582.06, Suffolk County, New York",4044,216,(X),(X),1943,176,(X),(X)
1400000US36103158207,"Census Tract 1582.07, Suffolk County, New York",4508,218,(X),(X),2422,167,(X),(X)
1400000US36103158304,"Census Tract 1583.04, Suffolk County, New York",6957,851,(X),(X),3841,421,(X),(X)
1400000US36103158306,"Census Tract 1583.06, Suffolk County, New York",6036,335,(X),(X),2874,282,(X),(X)
1400000US36103158308,"Census Tract 1583.08, Suffolk County, New York",8671,1001,(X),(X),4191,395,(X),(X)
1400000US36103158309,"Census Tract 1583.09, Suffolk County, New York",4594,342,(X),(X),2466,285,(X),(X)
1400000US36103158310,"Census Tract 1583.10, Suffolk County, New York",4594,446,(X),(X),2091,267,(X),(X)
1400000US36103158315,"Census Tract 1583.15, Suffolk County, New York",4565,423,(X),(X),2203,219,(X),(X)
1400000US36103158317,"Census Tract 1583.17, Suffolk County, New York",6257,711,(X),(X),3054,376,(X),(X)
1400000US36103158318,"Census Tract 1583.18, Suffolk County, New York",3991,351,(X),(X),2031,232,(X),(X)
1400000US36103158319,"Census Tract 1583.19, Suffolk County, New York",3577,289,(X),(X),1763,240,(X),(X)
1400000US36103158320,"Census Tract 1583.20, Suffolk County, New York",6608,559,(X),(X),3160,389,(X),(X)
1400000US36103158321,"Census Tract 1583.21, Suffolk County, New York",10138,1025,(X),(X),4803,667,(X),(X)
1400000US36103158322,"Census Tract 1583.22, Suffolk County, New York",1930,155,(X),(X),911,81,(X),(X)
1400000US36103158323,"Census Tract 1583.23, Suffolk County, New York",6602,452,(X),(X),3238,346,(X),(X)
1400000US36103158401,"Census Tract 1584.01, Suffolk County, New York",1226,120,(X),(X),602,88,(X),(X)
1400000US36103158402,"Census Tract 1584.02, Suffolk County, New York",4439,325,(X),(X),2193,235,(X),(X)
1400000US36103158403,"Census Tract 1584.03, Suffolk County, New York",2130,183,(X),(X),1067,146,(X),(X)
1400000US36103158405,"Census Tract 1584.05, Suffolk County, New York",5020,284,(X),(X),2371,235,(X),(X)
1400000US36103158407,"Census Tract 1584.07, Suffolk County, New York",5556,653,(X),(X),2804,375,(X),(X)
1400000US36103158408,"Census Tract 1584.08, Suffolk County, New York",3965,358,(X),(X),1956,209,(X),(X)
1400000US36103158409,"Census Tract 1584.09, Suffolk County, New York",3989,331,(X),(X),2065,270,(X),(X)
1400000US36103158410,"Census Tract 1584.10, Suffolk County, New York",3161,295,(X),(X),1182,190,(X),(X)
1400000US36103158502,"Census Tract 1585.02, Suffolk County, New York",3585,382,(X),(X),1627,215,(X),(X)
1400000US36103158505,"Census Tract 1585.05, Suffolk County, New York",4400,246,(X),(X),2281,183,(X),(X)
1400000US36103158506,"Census Tract 1585.06, Suffolk County, New York",2516,138,(X),(X),1212,91,(X),(X)
1400000US36103158507,"Census Tract 1585.07, Suffolk County, New York",3952,312,(X),(X),1813,228,(X),(X)
1400000US36103158508,"Census Tract 1585.08, Suffolk County, New York",6358,384,(X),(X),3374,287,(X),(X)
1400000US36103158509,"Census Tract 1585.09, Suffolk County, New York",4814,392,(X),(X),2400,250,(X),(X)
1400000US36103158510,"Census Tract 1585.10, Suffolk County, New York",7168,565,(X),(X),3735,422,(X),(X)
1400000US36103158511,"Census Tract 1585.11, Suffolk County, New York",6719,642,(X),(X),3366,468,(X),(X)
1400000US36103158512,"Census Tract 1585.12, Suffolk County, New York",3659,253,(X),(X),1902,210,(X),(X)
1400000US36103158604,"Census Tract 1586.04, Suffolk County, New York",4836,417,(X),(X),2576,288,(X),(X)
1400000US36103158605,"Census Tract 1586.05, Suffolk County, New York",4767,394,(X),(X),2550,228,(X),(X)
1400000US36103158606,"Census Tract 1586.06, Suffolk County, New York",4671,341,(X),(X),2304,219,(X),(X)
1400000US36103158607,"Census Tract 1586.07, Suffolk County, New York",3312,317,(X),(X),1621,198,(X),(X)
1400000US36103158608,"Census Tract 1586.08, Suffolk County, New York",4021,484,(X),(X),2011,284,(X),(X)
1400000US36103158609,"Census Tract 1586.09, Suffolk County, New York",4956,375,(X),(X),2553,256,(X),(X)
1400000US36103158704,"Census Tract 1587.04, Suffolk County, New York",8447,833,(X),(X),3896,497,(X),(X)
1400000US36103158705,"Census Tract 1587.05, Suffolk County, New York",3667,539,(X),(X),1772,344,(X),(X)
1400000US36103158707,"Census Tract 1587.07, Suffolk County, New York",1796,164,(X),(X),962,97,(X),(X)
1400000US36103158708,"Census Tract 1587.08, Suffolk County, New York",3492,428,(X),(X),1580,269,(X),(X)
1400000US36103158709,"Census Tract 1587.09, Suffolk County, New York",2559,220,(X),(X),1295,165,(X),(X)
1400000US36103158710,"Census Tract 1587.10, Suffolk County, New York",3866,391,(X),(X),1747,250,(X),(X)
1400000US36103158711,"Census Tract 1587.11, Suffolk County, New York",5189,437,(X),(X),2376,270,(X),(X)
1400000US36103158712,"Census Tract 1587.12, Suffolk County, New York",7981,728,(X),(X),3876,516,(X),(X)
1400000US36103158802,"Census Tract 1588.02, Suffolk County, New York",4882,368,(X),(X),2490,235,(X),(X)
1400000US36103158803,"Census Tract 1588.03, Suffolk County, New York",6648,495,(X),(X),3203,354,(X),(X)
1400000US36103158804,"Census Tract 1588.04, Suffolk County, New York",7561,550,(X),(X),3767,471,(X),(X)
1400000US36103158900,"Census Tract 1589, Suffolk County, New York",7751,392,(X),(X),3987,558,(X),(X)
1400000US36103159000,"Census Tract 1590, Suffolk County, New York",4647,393,(X),(X),2366,303,(X),(X)
1400000US36103159102,"Census Tract 1591.02, Suffolk County, New York",6721,540,(X),(X),2851,384,(X),(X)
1400000US36103159103,"Census Tract 1591.03, Suffolk County, New York",6052,496,(X),(X),3093,365,(X),(X)
1400000US36103159105,"Census Tract 1591.05, Suffolk County, New York",7289,565,(X),(X),3834,374,(X),(X)
1400000US36103159106,"Census Tract 1591.06, Suffolk County, New York",7099,617,(X),(X),3957,352,(X),(X)
1400000US36103159107,"Census Tract 1591.07, Suffolk County, New York",3752,312,(X),(X),1802,218,(X),(X)
1400000US36103159108,"Census Tract 1591.08, Suffolk County, New York",7325,477,(X),(X),3782,500,(X),(X)
1400000US36103159201,"Census Tract 1592.01, Suffolk County, New York",2897,216,(X),(X),1507,164,(X),(X)
1400000US36103159203,"Census Tract 1592.03, Suffolk County, New York",5730,464,(X),(X),3118,375,(X),(X)
1400000US36103159204,"Census Tract 1592.04, Suffolk County, New York",4008,387,(X),(X),1816,213,(X),(X)
1400000US36103159300,"Census Tract 1593, Suffolk County, New York",2008,194,(X),(X),921,125,(X),(X)
1400000US36103159404,"Census Tract 1594.04, Suffolk County, New York",6568,655,(X),(X),2878,430,(X),(X)
1400000US36103159406,"Census Tract 1594.06, Suffolk County, New York",4840,455,(X),(X),2410,276,(X),(X)
1400000US36103159407,"Census Tract 1594.07, Suffolk County, New York",7097,435,(X),(X),3418,331,(X),(X)
1400000US36103159408,"Census Tract 1594.08, Suffolk County, New York",4688,373,(X),(X),2313,259,(X),(X)
1400000US36103159410,"Census Tract 1594.10, Suffolk County, New York",8010,692,(X),(X),3977,461,(X),(X)
1400000US36103159411,"Census Tract 1594.11, Suffolk County, New York",3451,220,(X),(X),1594,123,(X),(X)
1400000US36103159412,"Census Tract 1594.12, Suffolk County, New York",8277,630,(X),(X),4388,449,(X),(X)
1400000US36103159505,"Census Tract 1595.05, Suffolk County, New York",7816,962,(X),(X),3628,583,(X),(X)
1400000US36103159506,"Census Tract 1595.06, Suffolk County, New York",9097,843,(X),(X),4119,565,(X),(X)
1400000US36103159508,"Census Tract 1595.08, Suffolk County, New York",6654,648,(X),(X),3422,357,(X),(X)
1400000US36103159509,"Census Tract 1595.09, Suffolk County, New York",2980,354,(X),(X),1373,177,(X),(X)
1400000US36103159510,"Census Tract 1595.10, Suffolk County, New York",173,34,(X),(X),94,23,(X),(X)
1400000US36103159511,"Census Tract 1595.11, Suffolk County, New York",7615,874,(X),(X),4017,676,(X),(X)
1400000US36103159512,"Census Tract 1595.12, Suffolk County, New York",2319,254,(X),(X),1239,143,(X),(X)
1400000US36103159601,"Census Tract 1596.01, Suffolk County, New York",6325,505,(X),(X),2910,291,(X),(X)
1400000US36103159602,"Census Tract 1596.02, Suffolk County, New York",4250,289,(X),(X),2289,248,(X),(X)
1400000US36103169701,"Census Tract 1697.01, Suffolk County, New York",8034,606,(X),(X),3995,394,(X),(X)
1400000US36103169703,"Census Tract 1697.03, Suffolk County, New York",1654,211,(X),(X),677,93,(X),(X)
1400000US36103169704,"Census Tract 1697.04, Suffolk County, New York",7039,468,(X),(X),3205,399,(X),(X)
1400000US36103169800,"Census Tract 1698, Suffolk County, New York",6280,703,(X),(X),3043,497,(X),(X)
1400000US36103169901,"Census Tract 1699.01, Suffolk County, New York",6388,474,(X),(X),2946,273,(X),(X)
1400000US36103169902,"Census Tract 1699.02, Suffolk County, New York",4230,629,(X),(X),2034,343,(X),(X)
1400000US36103170001,"Census Tract 1700.01, Suffolk County, New York",5784,622,(X),(X),3070,425,(X),(X)
1400000US36103170002,"Census Tract 1700.02, Suffolk County, New York",4137,393,(X),(X),1996,304,(X),(X)
1400000US36103170101,"Census Tract 1701.01, Suffolk County, New York",1945,308,(X),(X),824,155,(X),(X)
1400000US36103170201,"Census Tract 1702.01, Suffolk County, New York",6117,571,(X),(X),3224,394,(X),(X)
1400000US36103170202,"Census Tract 1702.02, Suffolk County, New York",4164,368,(X),(X),1806,205,(X),(X)
1400000US36103180300,"Census Tract 1803, Suffolk County, New York",2744,214,(X),(X),1436,213,(X),(X)
1400000US36103190401,"Census Tract 1904.01, Suffolk County, New York",8541,1094,(X),(X),5365,874,(X),(X)
1400000US36103190402,"Census Tract 1904.02, Suffolk County, New York",2576,276,(X),(X),1277,218,(X),(X)
1400000US36103190403,"Census Tract 1904.03, Suffolk County, New York",3932,515,(X),(X),1888,311,(X),(X)
1400000US36103190502,"Census Tract 1905.02, Suffolk County, New York",2497,312,(X),(X),1216,178,(X),(X)
1400000US36103190503,"Census Tract 1905.03, Suffolk County, New York",2838,413,(X),(X),1392,244,(X),(X)
1400000US36103190504,"Census Tract 1905.04, Suffolk County, New York",1748,209,(X),(X),904,120,(X),(X)
1400000US36103190601,"Census Tract 1906.01, Suffolk County, New York",4513,358,(X),(X),2108,220,(X),(X)
1400000US36103190603,"Census Tract 1906.03, Suffolk County, New York",4962,585,(X),(X),2500,391,(X),(X)
1400000US36103190604,"Census Tract 1906.04, Suffolk County, New York",4321,427,(X),(X),2384,284,(X),(X)
1400000US36103190704,"Census Tract 1907.04, Suffolk County, New York",3301,630,(X),(X),1583,368,(X),(X)
1400000US36103190705,"Census Tract 1907.05, Suffolk County, New York",3757,416,(X),(X),1772,224,(X),(X)
1400000US36103190706,"Census Tract 1907.06, Suffolk County, New York",4420,523,(X),(X),2040,257,(X),(X)
1400000US36103190707,"Census Tract 1907.07, Suffolk County, New York",5367,679,(X),(X),2626,475,(X),(X)
1400000US36103190708,"Census Tract 1907.08, Suffolk County, New York",1955,176,(X),(X),960,116,(X),(X)
1400000US36103190800,"Census Tract 1908, Suffolk County, New York",3263,18,(X),(X),1467,158,(X),(X)
1400000US36103200901,"Census Tract 2009.01, Suffolk County, New York",1034,167,(X),(X),507,88,(X),(X)
1400000US36103200902,"Census Tract 2009.02, Suffolk County, New York",7137,645,(X),(X),3485,407,(X),(X)
1400000US36103201001,"Census Tract 2010.01, Suffolk County, New York",6912,579,(X),(X),3233,387,(X),(X)
1400000US36103201003,"Census Tract 2010.03, Suffolk County, New York",3165,401,(X),(X),1716,284,(X),(X)
1400000US36103201004,"Census Tract 2010.04, Suffolk County, New York",3655,514,(X),(X),1932,293,(X),(X)
