GEO_ID,NAME,S0101_C01_001E,S0101_C01_001M,S0101_C03_001E,S0101_C03_001M,CALC_MALE,S0101_C04_001M,CALC_50_UP,PERC_50_UP
id,Geographic Area Name,Estimate!!Total!!Total population,Margin of Error!!Total MOE!!Total population,Estimate!!Male!!Total population,Margin of Error!!Male MOE!!Total population,Estimate!!Percent Male!!Total population,Margin of Error!!Percent Male MOE!!Total population,Estimate!!Total!!Total population!!AGE!!50 and over,Estimate!!Total!!Total population!!AGE!!50 and over
1400000US36055014602,"Census Tract 146.02, Monroe County, New York",4455,330,2288,246,51.3580,(X),1783,40.0224
1400000US36055014700,"Census Tract 147, Monroe County, New York",4726,26,2272,116,48.0745,(X),1701,35.9924
1400000US36055014802,"Census Tract 148.02, Monroe County, New York",5238,282,2587,204,49.3891,(X),2719,51.9091
1400000US36055014803,"Census Tract 148.03, Monroe County, New York",3623,224,1754,153,48.4129,(X),1418,39.1388
1400000US36055014804,"Census Tract 148.04, Monroe County, New York",6866,360,3371,302,49.0970,(X),2248,32.7410
1400000US36055014901,"Census Tract 149.01, Monroe County, New York",5753,623,2804,488,48.7398,(X),2052,35.6683
1400000US36055014903,"Census Tract 149.03, Monroe County, New York",5350,380,2624,232,49.0467,(X),2304,43.0654
1400000US36055014905,"Census Tract 149.05, Monroe County, New York",5318,297,2685,201,50.4889,(X),2084,39.1877
1400000US36055014906,"Census Tract 149.06, Monroe County, New York",3699,260,1820,173,49.2025,(X),1586,42.8765
1400000US36055015000,"Census Tract 150, Monroe County, New York",5615,26,2749,157,48.9581,(X),2481,44.1852
1400000US36055015101,"Census Tract 151.01, Monroe County, New York",4733,216,2443,190,51.6163,(X),1868,39.4676
1400000US36055015102,"Census Tract 151.02, Monroe County, New York",4290,214,2153,168,50.1865,(X),1608,37.4825
1400000US36055015200,"Census Tract 152, Monroe County, New York",7079,17,3784,348,53.4539,(X),2773,39.1722
1400000US36055015301,"Census Tract 153.01, Monroe County, New York",2859,329,1275,156,44.5960,(X),80,2.7982
1400000US36055015303,"Census Tract 153.03, Monroe County, New York",3249,267,1740,206,53.5549,(X),970,29.8553
1400000US36055015304,"Census Tract 153.04, Monroe County, New York",4269,416,2057,296,48.1846,(X),1299,30.4287
1400000US36055015400,"Census Tract 154, Monroe County, New York",3738,190,1720,128,46.0139,(X),1565,41.8673
1400000US36055980000,"Census Tract 9800, Monroe County, New York",0,12,0,12,0.0000,(X),0,0.0000
1400000US36055980100,"Census Tract 9801, Monroe County, New York",20,11,8,8,40.0000,(X),20,100.0000
1400000US36055990000,"Census Tract 9900, Monroe County, New York",0,12,0,12,0.0000,(X),0,0.0000
1400000US36057070200,"Census Tract 702, Montgomery County, New York",2284,239,1044,142,45.7093,(X),1066,46.6725
1400000US36057070300,"Census Tract 703, Montgomery County, New York",2137,318,1037,235,48.5260,(X),536,25.0819
1400000US36057070400,"Census Tract 704, Montgomery County, New York",1938,216,977,132,50.4128,(X),717,36.9969
1400000US36057070500,"Census Tract 705, Montgomery County, New York",2101,290,850,156,40.4569,(X),947,45.0738
1400000US36057070600,"Census Tract 706, Montgomery County, New York",2018,294,935,191,46.3330,(X),634,31.4172
1400000US36057070700,"Census Tract 707, Montgomery County, New York",2807,283,1283,219,45.7072,(X),1041,37.0859
1400000US36057070800,"Census Tract 708, Montgomery County, New York",2856,257,1432,196,50.1401,(X),879,30.7773
1400000US36057070900,"Census Tract 709, Montgomery County, New York",1786,252,889,149,49.7760,(X),491,27.4916
1400000US36057072100,"Census Tract 721, Montgomery County, New York",6001,19,3103,167,51.7080,(X),3148,52.4579
1400000US36057072200,"Census Tract 722, Montgomery County, New York",3754,35,1846,150,49.1742,(X),1510,40.2238
1400000US36057072300,"Census Tract 723, Montgomery County, New York",3229,21,1650,90,51.0994,(X),1252,38.7736
1400000US36057072400,"Census Tract 724, Montgomery County, New York",2546,19,1249,77,49.0573,(X),1099,43.1658
1400000US36057072500,"Census Tract 725, Montgomery County, New York",4163,22,2086,115,50.1081,(X),1416,34.0139
1400000US36057072600,"Census Tract 726, Montgomery County, New York",3607,28,1693,133,46.9365,(X),1294,35.8747
1400000US36057072700,"Census Tract 727, Montgomery County, New York",4077,168,2059,113,50.5028,(X),1478,36.2521
1400000US36057072800,"Census Tract 728, Montgomery County, New York",4122,164,2132,146,51.7225,(X),1817,44.0805
1400000US36059300100,"Census Tract 3001, Nassau County, New York",5187,15,2976,194,57.3742,(X),1791,34.5286
1400000US36059300300,"Census Tract 3003, Nassau County, New York",4163,311,2208,196,53.0387,(X),1501,36.0557
1400000US36059300400,"Census Tract 3004, Nassau County, New York",6040,310,2937,191,48.6258,(X),2078,34.4040
1400000US36059300500,"Census Tract 3005, Nassau County, New York",5396,268,2738,211,50.7413,(X),2261,41.9014
1400000US36059300600,"Census Tract 3006, Nassau County, New York",6380,306,3012,194,47.2100,(X),2646,41.4734
1400000US36059300700,"Census Tract 3007, Nassau County, New York",6212,145,2651,254,42.6755,(X),3283,52.8493
1400000US36059300800,"Census Tract 3008, Nassau County, New York",4202,362,2017,224,48.0010,(X),1606,38.2199
1400000US36059300900,"Census Tract 3009, Nassau County, New York",8741,32,4107,213,46.9855,(X),5533,63.2994
1400000US36059301000,"Census Tract 3010, Nassau County, New York",5698,284,2601,194,45.6476,(X),2968,52.0885
1400000US36059301101,"Census Tract 3011.01, Nassau County, New York",6620,30,3197,279,48.2931,(X),2081,31.4350
1400000US36059301102,"Census Tract 3011.02, Nassau County, New York",4635,272,2350,216,50.7012,(X),1941,41.8770
1400000US36059301200,"Census Tract 3012, Nassau County, New York",5759,412,2861,279,49.6788,(X),2349,40.7883
1400000US36059301300,"Census Tract 3013, Nassau County, New York",4594,530,2220,287,48.3239,(X),1746,38.0061
1400000US36059301400,"Census Tract 3014, Nassau County, New York",2045,127,982,69,48.0196,(X),740,36.1858
1400000US36059301500,"Census Tract 3015, Nassau County, New York",2985,121,1445,82,48.4087,(X),1221,40.9045
1400000US36059301600,"Census Tract 3016, Nassau County, New York",4795,26,2396,188,49.9687,(X),1925,40.1460
1400000US36059301700,"Census Tract 3017, Nassau County, New York",2719,19,1415,73,52.0412,(X),880,32.3648
1400000US36059301800,"Census Tract 3018, Nassau County, New York",5141,315,2458,203,47.8117,(X),2202,42.8321
1400000US36059301900,"Census Tract 3019, Nassau County, New York",2997,200,1420,136,47.3807,(X),1283,42.8095
1400000US36059302000,"Census Tract 3020, Nassau County, New York",4897,228,2095,168,42.7813,(X),2311,47.1922
1400000US36059302101,"Census Tract 3021.01, Nassau County, New York",4429,279,2144,175,48.4082,(X),1767,39.8961
1400000US36059302102,"Census Tract 3021.02, Nassau County, New York",3702,189,1850,132,49.9730,(X),1375,37.1421
1400000US36059302200,"Census Tract 3022, Nassau County, New York",3921,359,1948,258,49.6812,(X),1185,30.2219
1400000US36059302300,"Census Tract 3023, Nassau County, New York",4547,279,2182,181,47.9877,(X),2153,47.3499
1400000US36059302400,"Census Tract 3024, Nassau County, New York",5254,257,2612,176,49.7145,(X),2334,44.4233
1400000US36059302501,"Census Tract 3025.01, Nassau County, New York",2682,152,1263,118,47.0917,(X),1105,41.2006
1400000US36059302502,"Census Tract 3025.02, Nassau County, New York",2710,23,1305,84,48.1550,(X),1148,42.3616
1400000US36059302600,"Census Tract 3026, Nassau County, New York",2604,152,1337,142,51.3441,(X),1094,42.0123
1400000US36059302700,"Census Tract 3027, Nassau County, New York",4588,312,2360,166,51.4385,(X),1792,39.0584
1400000US36059302800,"Census Tract 3028, Nassau County, New York",6616,408,3266,317,49.3652,(X),2642,39.9335
1400000US36059302900,"Census Tract 3029, Nassau County, New York",4522,282,2014,203,44.5378,(X),1918,42.4149
1400000US36059303000,"Census Tract 3030, Nassau County, New York",5793,30,2737,171,47.2467,(X),2181,37.6489
1400000US36059303101,"Census Tract 3031.01, Nassau County, New York",3594,293,1611,139,44.8247,(X),1517,42.2092
1400000US36059303102,"Census Tract 3031.02, Nassau County, New York",4074,197,1925,144,47.2509,(X),1810,44.4281
1400000US36059303201,"Census Tract 3032.01, Nassau County, New York",3877,204,1781,147,45.9376,(X),1584,40.8563
1400000US36059303202,"Census Tract 3032.02, Nassau County, New York",4204,451,1947,284,46.3130,(X),1680,39.9619
1400000US36059303301,"Census Tract 3033.01, Nassau County, New York",3056,131,1442,132,47.1859,(X),1142,37.3691
1400000US36059303302,"Census Tract 3033.02, Nassau County, New York",4238,128,2088,147,49.2685,(X),1610,37.9896
1400000US36059303400,"Census Tract 3034, Nassau County, New York",2576,28,1223,71,47.4767,(X),1024,39.7516
1400000US36059303500,"Census Tract 3035, Nassau County, New York",4860,285,2315,200,47.6337,(X),1846,37.9835
1400000US36059303600,"Census Tract 3036, Nassau County, New York",7225,327,3470,321,48.0277,(X),2344,32.4429
1400000US36059303700,"Census Tract 3037, Nassau County, New York",7047,431,3248,349,46.0905,(X),2867,40.6840
1400000US36059303800,"Census Tract 3038, Nassau County, New York",4867,432,2513,327,51.6334,(X),2150,44.1751
1400000US36059303900,"Census Tract 3039, Nassau County, New York",4235,288,1972,163,46.5643,(X),1551,36.6234
1400000US36059304001,"Census Tract 3040.01, Nassau County, New York",2410,167,1124,103,46.6390,(X),966,40.0830
1400000US36059304002,"Census Tract 3040.02, Nassau County, New York",4438,318,2225,264,50.1352,(X),1807,40.7165
1400000US36059304100,"Census Tract 3041, Nassau County, New York",4318,383,2272,301,52.6170,(X),1314,30.4308
1400000US36059304202,"Census Tract 3042.02, Nassau County, New York",3870,386,1999,253,51.6537,(X),1395,36.0465
1400000US36059304203,"Census Tract 3042.03, Nassau County, New York",5715,870,2808,423,49.1339,(X),1368,23.9370
1400000US36059304204,"Census Tract 3042.04, Nassau County, New York",5063,626,2455,447,48.4890,(X),1085,21.4300
1400000US36059404300,"Census Tract 4043, Nassau County, New York",3233,226,1537,150,47.5410,(X),1291,39.9320
1400000US36059404400,"Census Tract 4044, Nassau County, New York",5207,313,2757,256,52.9480,(X),2039,39.1588
1400000US36059404500,"Census Tract 4045, Nassau County, New York",3970,292,1966,190,49.5214,(X),1691,42.5945
1400000US36059404600,"Census Tract 4046, Nassau County, New York",4428,267,2084,192,47.0641,(X),1730,39.0696
1400000US36059404700,"Census Tract 4047, Nassau County, New York",6244,335,2829,261,45.3075,(X),2346,37.5721
1400000US36059404800,"Census Tract 4048, Nassau County, New York",6367,584,3070,364,48.2174,(X),2148,33.7365
1400000US36059404901,"Census Tract 4049.01, Nassau County, New York",5710,609,2895,369,50.7005,(X),2190,38.3538
1400000US36059404902,"Census Tract 4049.02, Nassau County, New York",5387,455,2657,416,49.3224,(X),1683,31.2419
1400000US36059405000,"Census Tract 4050, Nassau County, New York",5396,452,2667,296,49.4255,(X),1980,36.6938
1400000US36059405100,"Census Tract 4051, Nassau County, New York",8461,765,3888,426,45.9520,(X),3157,37.3124
1400000US36059405200,"Census Tract 4052, Nassau County, New York",6693,636,3512,395,52.4727,(X),2492,37.2329
1400000US36059405301,"Census Tract 4053.01, Nassau County, New York",3854,365,1828,265,47.4312,(X),1491,38.6871
1400000US36059405302,"Census Tract 4053.02, Nassau County, New York",4703,402,2281,236,48.5010,(X),1720,36.5724
1400000US36059405400,"Census Tract 4054, Nassau County, New York",9124,844,4647,551,50.9316,(X),2926,32.0693
1400000US36059405500,"Census Tract 4055, Nassau County, New York",5283,376,2763,318,52.2998,(X),2061,39.0119
1400000US36059405600,"Census Tract 4056, Nassau County, New York",4497,761,2430,457,54.0360,(X),1813,40.3158
1400000US36059405700,"Census Tract 4057, Nassau County, New York",4868,388,2156,256,44.2892,(X),2129,43.7346
1400000US36059405800,"Census Tract 4058, Nassau County, New York",4322,332,2187,256,50.6016,(X),1831,42.3646
1400000US36059405900,"Census Tract 4059, Nassau County, New York",5299,465,2806,306,52.9534,(X),2016,38.0449
1400000US36059406001,"Census Tract 4060.01, Nassau County, New York",4911,426,2312,268,47.0780,(X),1758,35.7972
1400000US36059406002,"Census Tract 4060.02, Nassau County, New York",3580,362,1751,286,48.9106,(X),1041,29.0782
1400000US36059406100,"Census Tract 4061, Nassau County, New York",3268,314,1645,234,50.3366,(X),1169,35.7711
1400000US36059406201,"Census Tract 4062.01, Nassau County, New York",3058,400,1617,245,52.8777,(X),1120,36.6252
1400000US36059406202,"Census Tract 4062.02, Nassau County, New York",6317,527,3365,367,53.2690,(X),2018,31.9455
1400000US36059406300,"Census Tract 4063, Nassau County, New York",3576,176,1702,145,47.5951,(X),1464,40.9396
1400000US36059406400,"Census Tract 4064, Nassau County, New York",7047,375,3385,309,48.0346,(X),3196,45.3526
1400000US36059406501,"Census Tract 4065.01, Nassau County, New York",6797,243,3328,325,48.9628,(X),2665,39.2085
1400000US36059406600,"Census Tract 4066, Nassau County, New York",4101,277,1998,233,48.7198,(X),1586,38.6735
1400000US36059406701,"Census Tract 4067.01, Nassau County, New York",2813,313,1360,210,48.3470,(X),914,32.4920
1400000US36059406702,"Census Tract 4067.02, Nassau County, New York",4529,493,1831,314,40.4284,(X),1328,29.3221
1400000US36059406801,"Census Tract 4068.01, Nassau County, New York",5145,642,2535,359,49.2711,(X),1089,21.1662
1400000US36059406802,"Census Tract 4068.02, Nassau County, New York",4531,525,2193,275,48.3999,(X),1212,26.7491
1400000US36059406900,"Census Tract 4069, Nassau County, New York",6939,575,3537,374,50.9728,(X),1933,27.8570
1400000US36059407000,"Census Tract 4070, Nassau County, New York",7995,734,3614,483,45.2033,(X),2341,29.2808
1400000US36059407101,"Census Tract 4071.01, Nassau County, New York",5319,441,2697,321,50.7050,(X),1494,28.0880
1400000US36059407102,"Census Tract 4071.02, Nassau County, New York",6883,618,3181,365,46.2153,(X),1910,27.7495
1400000US36059407201,"Census Tract 4072.01, Nassau County, New York",5197,482,2612,341,50.2598,(X),869,16.7212
1400000US36059407203,"Census Tract 4072.03, Nassau County, New York",3294,254,1463,162,44.4141,(X),997,30.2672
1400000US36059407204,"Census Tract 4072.04, Nassau County, New York",2754,324,1322,185,48.0029,(X),923,33.5149
1400000US36059407301,"Census Tract 4073.01, Nassau County, New York",7265,457,3133,300,43.1246,(X),2319,31.9202
1400000US36059407302,"Census Tract 4073.02, Nassau County, New York",4388,495,2156,336,49.1340,(X),1261,28.7375
1400000US36059407401,"Census Tract 4074.01, Nassau County, New York",6097,549,3006,317,49.3029,(X),1833,30.0640
1400000US36059407402,"Census Tract 4074.02, Nassau County, New York",3580,355,1698,271,47.4302,(X),1444,40.3352
1400000US36059407501,"Census Tract 4075.01, Nassau County, New York",5027,581,2457,391,48.8761,(X),1241,24.6867
1400000US36059407502,"Census Tract 4075.02, Nassau County, New York",5471,478,2627,321,48.0168,(X),1856,33.9243
1400000US36059407600,"Census Tract 4076, Nassau County, New York",5471,237,2544,185,46.4997,(X),2329,42.5699
1400000US36059407700,"Census Tract 4077, Nassau County, New York",4958,364,2386,327,48.1242,(X),1917,38.6648
1400000US36059407801,"Census Tract 4078.01, Nassau County, New York",5404,240,2527,219,46.7617,(X),2330,43.1162
1400000US36059407802,"Census Tract 4078.02, Nassau County, New York",1775,344,1345,354,75.7746,(X),577,32.5070
1400000US36059407900,"Census Tract 4079, Nassau County, New York",5938,500,2441,293,41.1081,(X),3226,54.3281
1400000US36059408000,"Census Tract 4080, Nassau County, New York",5855,481,2883,278,49.2400,(X),2414,41.2297
1400000US36059408100,"Census Tract 4081, Nassau County, New York",6434,777,3105,429,48.2592,(X),2707,42.0734
1400000US36059408200,"Census Tract 4082, Nassau County, New York",6289,470,3116,302,49.5468,(X),2143,34.0754
1400000US36059408300,"Census Tract 4083, Nassau County, New York",6987,451,3662,367,52.4116,(X),2757,39.4590
1400000US36059408400,"Census Tract 4084, Nassau County, New York",3897,190,1868,133,47.9343,(X),1325,34.0005
1400000US36059408500,"Census Tract 4085, Nassau County, New York",6460,530,3285,401,50.8514,(X),2593,40.1393
1400000US36059408600,"Census Tract 4086, Nassau County, New York",4717,295,2243,249,47.5514,(X),1806,38.2870
1400000US36059408700,"Census Tract 4087, Nassau County, New York",4848,255,2334,244,48.1436,(X),1918,39.5627
1400000US36059408800,"Census Tract 4088, Nassau County, New York",6724,426,3265,407,48.5574,(X),2902,43.1588
1400000US36059408900,"Census Tract 4089, Nassau County, New York",5960,297,2973,212,49.8826,(X),2213,37.1309
1400000US36059409000,"Census Tract 4090, Nassau County, New York",5912,374,2741,236,46.3633,(X),2263,38.2781
1400000US36059409100,"Census Tract 4091, Nassau County, New York",5026,253,2477,234,49.2837,(X),2232,44.4091
1400000US36059409200,"Census Tract 4092, Nassau County, New York",5990,413,2684,347,44.8080,(X),2204,36.7947
1400000US36059409300,"Census Tract 4093, Nassau County, New York",4364,236,2234,208,51.1916,(X),1824,41.7965
1400000US36059409400,"Census Tract 4094, Nassau County, New York",4184,350,2106,230,50.3346,(X),1485,35.4924
1400000US36059409500,"Census Tract 4095, Nassau County, New York",3814,208,1813,224,47.5354,(X),1559,40.8757
1400000US36059409600,"Census Tract 4096, Nassau County, New York",5125,351,2531,264,49.3854,(X),2051,40.0195
1400000US36059409700,"Census Tract 4097, Nassau County, New York",4160,178,1866,145,44.8558,(X),1976,47.5000
1400000US36059409800,"Census Tract 4098, Nassau County, New York",5831,442,2796,266,47.9506,(X),2231,38.2610
1400000US36059409900,"Census Tract 4099, Nassau County, New York",9186,748,4222,472,45.9612,(X),3428,37.3177
1400000US36059410000,"Census Tract 4100, Nassau County, New York",4185,394,2076,289,49.6057,(X),1860,44.4444
1400000US36059410100,"Census Tract 4101, Nassau County, New York",5762,327,2771,292,48.0909,(X),2663,46.2166
1400000US36059410200,"Census Tract 4102, Nassau County, New York",3648,269,1771,209,48.5471,(X),1700,46.6009
1400000US36059410300,"Census Tract 4103, Nassau County, New York",6979,483,3350,311,48.0011,(X),2583,37.0110
1400000US36059410400,"Census Tract 4104, Nassau County, New York",4932,371,2478,244,50.2433,(X),1642,33.2928
1400000US36059410500,"Census Tract 4105, Nassau County, New York",7196,602,3366,380,46.7760,(X),2682,37.2707
1400000US36059410600,"Census Tract 4106, Nassau County, New York",7737,563,3617,485,46.7494,(X),2940,37.9992
1400000US36059410700,"Census Tract 4107, Nassau County, New York",6158,621,3004,326,48.7821,(X),2256,36.6353
1400000US36059410800,"Census Tract 4108, Nassau County, New York",4607,317,2256,258,48.9690,(X),1811,39.3097
1400000US36059410900,"Census Tract 4109, Nassau County, New York",6930,348,3244,352,46.8110,(X),2254,32.5253
1400000US36059411000,"Census Tract 4110, Nassau County, New York",5410,429,2627,282,48.5582,(X),1456,26.9131
1400000US36059411100,"Census Tract 4111, Nassau County, New York",4394,450,2163,319,49.2262,(X),1473,33.5230
1400000US36059411200,"Census Tract 4112, Nassau County, New York",6661,20,3212,242,48.2210,(X),1731,25.9871
1400000US36059411301,"Census Tract 4113.01, Nassau County, New York",3733,227,1780,145,47.6828,(X),1404,37.6105
1400000US36059411302,"Census Tract 4113.02, Nassau County, New York",7122,462,3513,381,49.3260,(X),2143,30.0899
1400000US36059411400,"Census Tract 4114, Nassau County, New York",6612,518,3019,299,45.6594,(X),2373,35.8893
1400000US36059411500,"Census Tract 4115, Nassau County, New York",2667,113,1310,74,49.1189,(X),1198,44.9194
1400000US36059411600,"Census Tract 4116, Nassau County, New York",6535,17,2821,242,43.1676,(X),2616,40.0306
1400000US36059411700,"Census Tract 4117, Nassau County, New York",6484,509,2965,300,45.7279,(X),2876,44.3553
1400000US36059411800,"Census Tract 4118, Nassau County, New York",6160,410,2755,276,44.7240,(X),2661,43.1981
1400000US36059411901,"Census Tract 4119.01, Nassau County, New York",3681,382,1812,253,49.2258,(X),1688,45.8571
1400000US36059411902,"Census Tract 4119.02, Nassau County, New York",3889,255,1873,147,48.1615,(X),1362,35.0219
1400000US36059412000,"Census Tract 4120, Nassau County, New York",5822,377,3082,311,52.9371,(X),2414,41.4634
1400000US36059412100,"Census Tract 4121, Nassau County, New York",6301,319,3351,296,53.1820,(X),2688,42.6599
1400000US36059412200,"Census Tract 4122, Nassau County, New York",5115,373,2417,311,47.2532,(X),2011,39.3157
1400000US36059412301,"Census Tract 4123.01, Nassau County, New York",3452,246,1694,181,49.0730,(X),1502,43.5110
1400000US36059412302,"Census Tract 4123.02, Nassau County, New York",3624,211,1660,144,45.8057,(X),1265,34.9062
1400000US36059412400,"Census Tract 4124, Nassau County, New York",5465,341,2314,259,42.3422,(X),2528,46.2580
1400000US36059412500,"Census Tract 4125, Nassau County, New York",4165,335,2111,295,50.6843,(X),1576,37.8391
1400000US36059412600,"Census Tract 4126, Nassau County, New York",3821,207,2039,224,53.3630,(X),1517,39.7016
1400000US36059412700,"Census Tract 4127, Nassau County, New York",3915,186,1862,126,47.5607,(X),1520,38.8250
1400000US36059412800,"Census Tract 4128, Nassau County, New York",3123,256,1481,187,47.4224,(X),990,31.7003
1400000US36059412900,"Census Tract 4129, Nassau County, New York",6384,433,3132,376,49.0602,(X),2284,35.7769
1400000US36059413001,"Census Tract 4130.01, Nassau County, New York",3988,285,1713,197,42.9539,(X),1769,44.3581
1400000US36059413002,"Census Tract 4130.02, Nassau County, New York",3991,352,1899,297,47.5821,(X),1562,39.1381
1400000US36059413100,"Census Tract 4131, Nassau County, New York",5151,307,2583,235,50.1456,(X),1815,35.2359
1400000US36059413200,"Census Tract 4132, Nassau County, New York",5991,410,2933,296,48.9568,(X),2921,48.7565
1400000US36059413300,"Census Tract 4133, Nassau County, New York",6460,320,3287,240,50.8824,(X),2872,44.4582
1400000US36059413400,"Census Tract 4134, Nassau County, New York",5604,303,2854,230,50.9279,(X),2072,36.9736
1400000US36059413500,"Census Tract 4135, Nassau County, New York",7929,508,3497,378,44.1039,(X),2607,32.8793
1400000US36059413600,"Census Tract 4136, Nassau County, New York",5663,475,2664,289,47.0422,(X),1983,35.0168
1400000US36059413700,"Census Tract 4137, Nassau County, New York",5158,471,2562,292,49.6704,(X),1915,37.1268
1400000US36059413803,"Census Tract 4138.03, Nassau County, New York",3970,332,1887,221,47.5315,(X),1547,38.9673
1400000US36059413804,"Census Tract 4138.04, Nassau County, New York",3720,287,1881,205,50.5645,(X),1601,43.0376
1400000US36059413900,"Census Tract 4139, Nassau County, New York",7159,681,3505,510,48.9594,(X),1860,25.9813
1400000US36059414001,"Census Tract 4140.01, Nassau County, New York",4070,752,1778,405,43.6855,(X),1318,32.3833
1400000US36059414002,"Census Tract 4140.02, Nassau County, New York",5000,519,2588,341,51.7600,(X),1359,27.1800
1400000US36059414100,"Census Tract 4141, Nassau County, New York",7123,535,3344,301,46.9465,(X),2288,32.1213
1400000US36059414201,"Census Tract 4142.01, Nassau County, New York",5072,377,2623,325,51.7153,(X),1556,30.6782
1400000US36059414202,"Census Tract 4142.02, Nassau County, New York",4156,414,1974,311,47.4976,(X),1298,31.2320
1400000US36059414301,"Census Tract 4143.01, Nassau County, New York",4122,339,1959,308,47.5255,(X),1383,33.5517
1400000US36059414303,"Census Tract 4143.03, Nassau County, New York",4879,337,2237,230,45.8496,(X),1894,38.8194
1400000US36059414304,"Census Tract 4143.04, Nassau County, New York",3183,449,1251,285,39.3025,(X),934,29.3434
1400000US36059414400,"Census Tract 4144, Nassau County, New York",5219,547,2460,332,47.1355,(X),1505,28.8369
1400000US36059414501,"Census Tract 4145.01, Nassau County, New York",5262,303,2451,315,46.5792,(X),2310,43.8997
1400000US36059414502,"Census Tract 4145.02, Nassau County, New York",4112,306,1871,149,45.5010,(X),1747,42.4854
1400000US36059414600,"Census Tract 4146, Nassau County, New York",3728,258,1867,181,50.0805,(X),1386,37.1781
1400000US36059414700,"Census Tract 4147, Nassau County, New York",4607,265,2237,196,48.5565,(X),1733,37.6167
1400000US36059414800,"Census Tract 4148, Nassau County, New York",6676,472,3481,329,52.1420,(X),2530,37.8969
1400000US36059414900,"Census Tract 4149, Nassau County, New York",7133,468,3434,303,48.1424,(X),2557,35.8475
1400000US36059415000,"Census Tract 4150, Nassau County, New York",5335,393,2729,257,51.1528,(X),1946,36.4761
1400000US36059415101,"Census Tract 4151.01, Nassau County, New York",2522,160,1185,98,46.9865,(X),1143,45.3212
1400000US36059415102,"Census Tract 4151.02, Nassau County, New York",4828,239,2422,159,50.1657,(X),1860,38.5253
1400000US36059415201,"Census Tract 4152.01, Nassau County, New York",3332,292,1610,169,48.3193,(X),1555,46.6687
1400000US36059415202,"Census Tract 4152.02, Nassau County, New York",3949,254,1981,139,50.1646,(X),1790,45.3279
1400000US36059415300,"Census Tract 4153, Nassau County, New York",6011,335,2871,266,47.7624,(X),2502,41.6237
1400000US36059415401,"Census Tract 4154.01, Nassau County, New York",5353,346,2563,242,47.8797,(X),2076,38.7820
1400000US36059415402,"Census Tract 4154.02, Nassau County, New York",4366,261,2098,190,48.0531,(X),1988,45.5337
1400000US36059415500,"Census Tract 4155, Nassau County, New York",2517,174,1199,122,47.6361,(X),1082,42.9877
1400000US36059415600,"Census Tract 4156, Nassau County, New York",5448,267,2643,201,48.5132,(X),2187,40.1432
1400000US36059415700,"Census Tract 4157, Nassau County, New York",5886,353,2882,274,48.9636,(X),2169,36.8502
1400000US36059415802,"Census Tract 4158.02, Nassau County, New York",6744,519,3288,362,48.7544,(X),2861,42.4229
1400000US36059416000,"Census Tract 4160, Nassau County, New York",4064,239,2001,174,49.2372,(X),1520,37.4016
1400000US36059416100,"Census Tract 4161, Nassau County, New York",6312,454,3304,358,52.3447,(X),2626,41.6033
1400000US36059416201,"Census Tract 4162.01, Nassau County, New York",3410,276,1883,186,55.2199,(X),1679,49.2375
1400000US36059416202,"Census Tract 4162.02, Nassau County, New York",4807,19,2622,245,54.5455,(X),1827,38.0071
1400000US36059416300,"Census Tract 4163, Nassau County, New York",3369,295,1773,231,52.6269,(X),1738,51.5880
1400000US36059416401,"Census Tract 4164.01, Nassau County, New York",4283,344,2016,218,47.0698,(X),1482,34.6019
1400000US36059416402,"Census Tract 4164.02, Nassau County, New York",3110,304,1333,204,42.8617,(X),1633,52.5080
1400000US36059416500,"Census Tract 4165, Nassau County, New York",6308,618,2782,374,44.1027,(X),2304,36.5250
1400000US36059416600,"Census Tract 4166, Nassau County, New York",5517,535,2832,362,51.3322,(X),2553,46.2751
1400000US36059416701,"Census Tract 4167.01, Nassau County, New York",4247,354,1808,215,42.5712,(X),1988,46.8095
1400000US36059416702,"Census Tract 4167.02, Nassau County, New York",4213,470,2264,403,53.7384,(X),1857,44.0779
1400000US36059416801,"Census Tract 4168.01, Nassau County, New York",2077,183,1001,112,48.1945,(X),892,42.9466
1400000US36059416802,"Census Tract 4168.02, Nassau County, New York",3754,325,1865,203,49.6803,(X),1762,46.9366
1400000US36059416900,"Census Tract 4169, Nassau County, New York",4023,386,1992,311,49.5153,(X),2284,56.7736
1400000US36059517000,"Census Tract 5170, Nassau County, New York",3366,321,1575,193,46.7914,(X),1860,55.2585
1400000US36059517101,"Census Tract 5171.01, Nassau County, New York",4986,349,2575,333,51.6446,(X),1578,31.6486
1400000US36059517102,"Census Tract 5171.02, Nassau County, New York",2320,176,1144,141,49.3103,(X),1192,51.3793
1400000US36059517200,"Census Tract 5172, Nassau County, New York",8078,644,4100,482,50.7551,(X),2540,31.4434
1400000US36059517301,"Census Tract 5173.01, Nassau County, New York",3266,428,1582,251,48.4385,(X),1343,41.1206
1400000US36059517302,"Census Tract 5173.02, Nassau County, New York",5210,377,2549,325,48.9251,(X),1878,36.0461
1400000US36059517400,"Census Tract 5174, Nassau County, New York",5051,27,2454,133,48.5844,(X),2387,47.2580
1400000US36059517500,"Census Tract 5175, Nassau County, New York",3977,299,1964,247,49.3840,(X),1559,39.2004
1400000US36059517600,"Census Tract 5176, Nassau County, New York",4983,365,2624,239,52.6590,(X),1941,38.9524
